"pokemon","nature","ev","hp","atk","def","spa","spd","spe","percent"
"Scizor-Mega","Adamant","244/116/0/0/148/0","244","116","0","0","148","0","46.856"
"Scizor-Mega","Adamant","252/36/0/0/220/0","252","36","0","0","220","0","10.832"
"Scizor-Mega","Adamant","252/60/100/0/92/4","252","60","100","0","92","4","7.710"
"Scizor-Mega","Adamant","252/108/4/0/140/4","252","108","4","0","140","4","6.711"
"Scizor-Mega","Adamant","252/140/0/0/116/0","252","140","0","0","116","0","4.812"
"Scizor-Mega","Adamant","252/252/0/0/4/0","252","252","0","0","4","0","4.188"
"Scizor-Mega","Adamant","252/244/4/0/4/4","252","244","4","0","4","4","4.092"
"Scizor-Mega","Adamant","236/244/0/0/28/0","236","244","0","0","28","0","2.158"
"Scizor-Mega","Adamant","252/116/4/0/12/124","252","116","4","0","12","124","2.065"
"Scizor-Mega","Adamant","252/188/4/0/12/52","252","188","4","0","12","52","1.685"
"Scizor-Mega","Adamant","196/108/0/0/0/204","196","108","0","0","0","204","1.540"
"Scizor-Mega","Adamant","108/252/4/0/4/140","108","252","4","0","4","140","1.382"
"Scizor-Mega","Adamant","220/76/0/0/212/0","220","76","0","0","212","0","1.175"
"Scizor-Mega","Adamant","252/252/0/0/6/0","252","252","0","0","6","0","1.141"
"Scizor-Mega","Adamant","252/132/4/0/36/84","252","132","4","0","36","84","0.719"
"Pelipper","Timid","4/0/0/252/0/252","4","0","0","252","0","252","56.469"
"Pelipper","Bold","252/0/252/4/0/0","252","0","252","4","0","0","25.035"
"Pelipper","Relaxed","252/0/180/0/76/0","252","0","180","0","76","0","10.259"
"Pelipper","Quiet","252/4/0/252/0/0","252","4","0","252","0","0","5.119"
"Pelipper","Modest","252/0/0/252/0/4","252","0","0","252","0","4","0.862"
"Toxicroak","Jolly","0/252/0/0/4/252","0","252","0","0","4","252","33.688"
"Toxicroak","Jolly","68/252/4/0/4/180","68","252","4","0","4","180","17.478"
"Toxicroak","Adamant","252/252/0/0/4/0","252","252","0","0","4","0","14.178"
"Toxicroak","Adamant","0/252/0/0/4/252","0","252","0","0","4","252","13.314"
"Toxicroak","Jolly","4/252/0/0/0/252","4","252","0","0","0","252","5.221"
"Toxicroak","Jolly","252/0/0/0/4/252","252","0","0","0","4","252","4.272"
"Toxicroak","Adamant","252/28/0/0/228/0","252","28","0","0","228","0","3.636"
"Toxicroak","Adamant","148/108/4/0/246/0","148","108","4","0","246","0","2.613"
"Toxicroak","Adamant","148/108/0/0/252/0","148","108","0","0","252","0","1.583"
"Toxicroak","Jolly","164/160/0/0/4/180","164","160","0","0","4","180","1.457"
"Drampa","Quiet","252/0/0/132/124/0","252","0","0","132","124","0","20.332"
"Drampa","Quiet","252/0/0/252/4/0","252","0","0","252","4","0","18.507"
"Drampa","Modest","252/0/0/252/0/0","252","0","0","252","0","0","16.262"
"Drampa","Calm","252/0/4/0/252/0","252","0","4","0","252","0","13.515"
"Drampa","Quiet","252/0/4/252/0/0","252","0","4","252","0","0","12.962"
"Drampa","Quiet","220/0/0/252/36/0","220","0","0","252","36","0","8.165"
"Drampa","Modest","252/0/0/252/4/0","252","0","0","252","4","0","6.958"
"Drampa","Modest","252/0/44/116/92/4","252","0","44","116","92","4","1.614"
"Drampa","Bold","252/0/236/0/0/20","252","0","236","0","0","20","0.752"
"Drampa","Quiet","252/0/0/212/44/0","252","0","0","212","44","0","0.686"
"Zekrom","Adamant","4/252/0/0/0/252","4","252","0","0","0","252","12.940"
"Zekrom","Hasty","0/252/0/60/0/196","0","252","0","60","0","196","12.077"
"Zekrom","Adamant","252/44/4/0/20/188","252","44","4","0","20","188","7.531"
"Zekrom","Jolly","4/248/0/0/4/252","4","248","0","0","4","252","6.892"
"Zekrom","Adamant","44/140/0/12/204/108","44","140","0","12","204","108","5.143"
"Zekrom","Adamant","32/244/0/0/90/142","32","244","0","0","90","142","4.859"
"Zekrom","Adamant","252/4/0/0/0/252","252","4","0","0","0","252","4.675"
"Zekrom","Jolly","4/252/0/0/0/252","4","252","0","0","0","252","3.951"
"Zekrom","Adamant","196/124/0/0/0/188","196","124","0","0","0","188","3.747"
"Zekrom","Adamant","44/92/4/0/252/116","44","92","4","0","252","116","3.284"
"Zekrom","Adamant","92/108/4/0/68/236","92","108","4","0","68","236","3.267"
"Zekrom","Hasty","0/252/0/4/0/252","0","252","0","4","0","252","3.217"
"Zekrom","Jolly","0/252/0/0/4/252","0","252","0","0","4","252","3.144"
"Zekrom","Careful","196/92/20/0/132/68","196","92","20","0","132","68","2.816"
"Zekrom","Adamant","28/252/148/0/4/76","28","252","148","0","4","76","2.689"
"Zekrom","Adamant","244/100/4/0/76/84","244","100","4","0","76","84","1.797"
"Zekrom","Hasty","0/204/0/52/0/252","0","204","0","52","0","252","1.776"
"Zekrom","Hasty","4/0/0/252/0/252","4","0","0","252","0","252","1.461"
"Zekrom","Naughty","4/252/0/0/0/252","4","252","0","0","0","252","1.357"
"Zekrom","Adamant","252/196/36/0/4/20","252","196","36","0","4","20","1.288"
"Zekrom","Naughty","0/252/0/4/0/252","0","252","0","4","0","252","1.100"
"Zekrom","Jolly","0/252/0/0/0/252","0","252","0","0","0","252","1.053"
"Zekrom","Brave","252/252/0/0/4/0","252","252","0","0","4","0","1.040"
"Zekrom","Jolly","0/252/4/0/0/252","0","252","4","0","0","252","0.874"
"Zekrom","Adamant","172/236/4/0/4/92","172","236","4","0","4","92","0.860"
"Zekrom","Lonely","196/220/0/0/4/84","196","220","0","0","4","84","0.741"
"Zekrom","Adamant","0/252/0/0/0/252","0","252","0","0","0","252","0.721"
"Zekrom","Adamant","252/252/0/0/4/0","252","252","0","0","4","0","0.541"
"Zekrom","Adamant","104/252/0/0/0/152","104","252","0","0","0","152","0.515"
"Gyarados","Careful","252/12/20/0/196/28","252","12","20","0","196","28","48.694"
"Gyarados","Careful","252/0/108/0/148/0","252","0","108","0","148","0","10.155"
"Gyarados","Careful","236/12/28/0/204/28","236","12","28","0","204","28","8.935"
"Gyarados","Careful","252/4/92/0/156/4","252","4","92","0","156","4","7.939"
"Gyarados","Modest","60/0/204/244/0/0","60","0","204","244","0","0","6.433"
"Gyarados","Adamant","68/188/0/0/0/252","68","188","0","0","0","252","3.535"
"Gyarados","Adamant","252/252/0/0/0/4","252","252","0","0","0","4","3.100"
"Gyarados","Serious","0/252/4/0/0/252","0","252","4","0","0","252","2.996"
"Gyarados","Adamant","252/252/0/0/4/0","252","252","0","0","4","0","2.550"
"Gyarados","Adamant","4/252/0/0/0/252","4","252","0","0","0","252","1.487"
"Gyarados","Adamant","0/252/0/0/4/252","0","252","0","0","4","252","1.035"
"Gyarados","Jolly","76/252/0/0/0/180","76","252","0","0","0","180","0.835"
"Gyarados","Adamant","0/252/0/0/0/252","0","252","0","0","0","252","0.523"
"Excadrill","Jolly","6/252/0/0/0/252","6","252","0","0","0","252","41.827"
"Excadrill","Jolly","4/252/0/0/0/252","4","252","0","0","0","252","20.103"
"Excadrill","Adamant","4/244/4/0/4/252","4","244","4","0","4","252","12.620"
"Excadrill","Careful","20/68/4/0/196/220","20","68","4","0","196","220","4.721"
"Excadrill","Careful","0/84/0/0/204/220","0","84","0","0","204","220","3.958"
"Excadrill","Adamant","252/252/0/0/4/0","252","252","0","0","4","0","3.035"
"Excadrill","Adamant","0/204/0/0/52/252","0","204","0","0","52","252","2.565"
"Excadrill","Jolly","0/252/0/0/4/252","0","252","0","0","4","252","2.034"
"Excadrill","Adamant","0/252/0/0/4/252","0","252","0","0","4","252","1.990"
"Excadrill","Adamant","4/252/0/0/0/252","4","252","0","0","0","252","1.933"
"Excadrill","Adamant","60/108/12/0/76/252","60","108","12","0","76","252","1.540"
"Excadrill","Brave","116/140/76/0/172/0","116","140","76","0","172","0","1.495"
"Staraptor","Jolly","4/252/0/0/0/252","4","252","0","0","0","252","35.409"
"Staraptor","Jolly","252/4/0/0/0/252","252","4","0","0","0","252","31.267"
"Staraptor","Hasty","252/4/0/0/0/252","252","4","0","0","0","252","10.946"
"Staraptor","Adamant","4/252/0/0/0/252","4","252","0","0","0","252","10.847"
"Staraptor","Adamant","0/252/4/0/0/252","0","252","4","0","0","252","5.103"
"Staraptor","Jolly","252/0/0/0/4/252","252","0","0","0","4","252","3.608"
"Staraptor","Adamant","156/236/0/0/0/116","156","236","0","0","0","116","1.580"
"Staraptor","Hardy","252/4/0/0/0/252","252","4","0","0","0","252","0.917"
"Audino-Mega","Calm","212/0/108/4/12/172","212","0","108","4","12","172","52.981"
"Audino-Mega","Sassy","212/0/108/0/188/0","212","0","108","0","188","0","30.436"
"Audino-Mega","Relaxed","252/0/132/0/124/0","252","0","132","0","124","0","8.601"
"Audino-Mega","Calm","252/0/4/0/252/0","252","0","4","0","252","0","4.253"
"Audino-Mega","Sassy","252/0/4/0/252/0","252","0","4","0","252","0","0.906"
"Audino-Mega","Modest","252/0/4/252/0/0","252","0","4","252","0","0","0.845"
"Audino-Mega","Sassy","244/0/12/0/252/0","244","0","12","0","252","0","0.618"
"Pheromosa","Jolly","4/252/0/0/0/252","4","252","0","0","0","252","37.760"
"Pheromosa","Naughty","0/252/0/4/0/252","0","252","0","4","0","252","20.340"
"Pheromosa","Rash","44/0/0/220/0/244","44","0","0","220","0","244","11.310"
"Pheromosa","Naive","0/244/28/0/0/236","0","244","28","0","0","236","8.846"
"Pheromosa","Adamant","0/252/0/20/0/236","0","252","0","20","0","236","5.886"
"Pheromosa","Hasty","0/252/0/0/4/252","0","252","0","0","4","252","4.102"
"Pheromosa","Jolly","0/252/0/0/4/252","0","252","0","0","4","252","2.808"
"Pheromosa","Naughty","4/252/4/4/0/244","4","252","4","4","0","244","1.784"
"Pheromosa","Naive","4/252/0/0/0/252","4","252","0","0","0","252","1.183"
"Pheromosa","Lonely","0/252/0/20/0/236","0","252","0","20","0","236","0.957"
"Pheromosa","Hasty","0/252/0/4/0/252","0","252","0","4","0","252","0.952"
"Pheromosa","Modest","0/0/0/252/4/252","0","0","0","252","4","252","0.884"
"Pheromosa","Naive","4/0/0/252/0/252","4","0","0","252","0","252","0.714"
"Ribombee","Timid","12/0/4/252/4/236","12","0","4","252","4","236","45.848"
"Ribombee","Timid","4/0/0/252/0/252","4","0","0","252","0","252","19.695"
"Ribombee","Timid","0/0/12/252/0/244","0","0","12","252","0","244","17.424"
"Ribombee","Timid","60/0/108/100/4/236","60","0","108","100","4","236","7.395"
"Ribombee","Timid","0/0/0/252/4/252","0","0","0","252","4","252","4.150"
"Ribombee","Timid","60/0/4/196/4/244","60","0","4","196","4","244","2.566"
"Ribombee","Timid","252/0/0/4/0/252","252","0","0","4","0","252","1.302"
"Ribombee","Timid","0/0/20/252/0/236","0","0","20","252","0","236","0.697"
"Ribombee","Timid","4/0/4/244/4/252","4","0","4","244","4","252","0.518"
"Kyurem-White","Timid","4/0/0/252/0/252","4","0","0","252","0","252","33.069"
"Kyurem-White","Modest","4/0/0/252/0/252","4","0","0","252","0","252","10.053"
"Kyurem-White","Modest","0/0/4/252/0/252","0","0","4","252","0","252","9.115"
"Kyurem-White","Timid","0/0/0/252/4/252","0","0","0","252","4","252","8.826"
"Kyurem-White","Modest","4/0/4/252/92/156","4","0","4","252","92","156","7.226"
"Kyurem-White","Modest","68/0/0/252/0/188","68","0","0","252","0","188","6.464"
"Kyurem-White","Timid","68/0/4/196/4/236","68","0","4","196","4","236","6.223"
"Kyurem-White","Modest","252/0/4/4/52/196","252","0","4","4","52","196","5.997"
"Kyurem-White","Modest","36/0/4/236/12/220","36","0","4","236","12","220","2.349"
"Kyurem-White","Timid","4/0/252/0/0/252","4","0","252","0","0","252","2.336"
"Kyurem-White","Hasty","4/0/0/252/0/252","4","0","0","252","0","252","1.920"
"Kyurem-White","Modest","244/0/0/252/12/0","244","0","0","252","12","0","1.242"
"Kyurem-White","Modest","180/0/180/52/4/92","180","0","180","52","4","92","1.203"
"Kyurem-White","Modest","0/0/20/236/0/252","0","0","20","236","0","252","0.896"
"Kyurem-White","Modest","252/0/4/252/0/0","252","0","4","252","0","0","0.589"
"Kyurem-White","Modest","108/0/4/180/92/124","108","0","4","180","92","124","0.541"
"Kyurem-White","Modest","0/0/0/252/60/196","0","0","0","252","60","196","0.515"
"Terrakion","Jolly","44/212/0/0/0/252","44","212","0","0","0","252","43.105"
"Terrakion","Jolly","4/252/0/0/0/252","4","252","0","0","0","252","36.445"
"Terrakion","Jolly","0/252/0/0/4/252","0","252","0","0","4","252","5.567"
"Terrakion","Jolly","28/228/0/0/0/252","28","228","0","0","0","252","5.511"
"Terrakion","Adamant","4/252/0/0/0/252","4","252","0","0","0","252","2.857"
"Terrakion","Jolly","20/236/0/0/0/252","20","236","0","0","0","252","2.296"
"Terrakion","Jolly","68/156/36/0/12/236","68","156","36","0","12","236","2.039"
"Terrakion","Jolly","228/252/0/0/0/28","228","252","0","0","0","28","1.965"
"Medicham-Mega","Jolly","0/252/0/0/4/252","0","252","0","0","4","252","82.242"
"Medicham-Mega","Jolly","4/252/0/0/0/252","4","252","0","0","0","252","16.859"
"Breloom","Jolly","4/252/0/0/0/252","4","252","0","0","0","252","60.208"
"Breloom","Jolly","0/252/0/0/4/252","0","252","0","0","4","252","25.933"
"Breloom","Adamant","0/252/0/0/4/252","0","252","0","0","4","252","10.792"
"Breloom","Adamant","4/252/0/0/0/252","4","252","0","0","0","252","1.358"
"Breloom","Brave","188/0/124/0/196/0","188","0","124","0","196","0","0.692"
"Drifblim","Modest","244/0/0/164/0/100","244","0","0","164","0","100","27.206"
"Drifblim","Modest","4/0/4/252/148/100","4","0","4","252","148","100","22.861"
"Drifblim","Timid","4/0/180/36/220/68","4","0","180","36","220","68","15.217"
"Drifblim","Timid","4/0/180/4/252/68","4","0","180","4","252","68","14.234"
"Drifblim","Timid","12/0/236/12/236/12","12","0","236","12","236","12","3.913"
"Drifblim","Modest","4/0/132/204/68/100","4","0","132","204","68","100","2.812"
"Drifblim","Timid","252/0/0/0/4/252","252","0","0","0","4","252","1.967"
"Drifblim","Modest","108/0/12/204/4/180","108","0","12","204","4","180","1.812"
"Drifblim","Modest","100/0/0/252/0/156","100","0","0","252","0","156","1.574"
"Drifblim","Bold","4/0/228/4/180/92","4","0","228","4","180","92","1.463"
"Drifblim","Calm","116/0/0/0/252/140","116","0","0","0","252","140","1.170"
"Drifblim","Timid","4/0/180/132/124/68","4","0","180","132","124","68","0.936"
"Drifblim","Timid","200/0/44/12/236/12","200","0","44","12","236","12","0.824"
"Drifblim","Timid","0/0/68/0/236/204","0","0","68","0","236","204","0.703"
"Drifblim","Timid","4/0/180/60/196/68","4","0","180","60","196","68","0.674"
"Drifblim","Calm","12/0/252/12/220/12","12","0","252","12","220","12","0.622"
"Mewtwo","Timid","4/0/0/252/0/252","4","0","0","252","0","252","56.733"
"Mewtwo","Timid","0/0/0/252/4/252","0","0","0","252","4","252","26.297"
"Mewtwo","Timid","12/0/28/212/4/252","12","0","28","212","4","252","6.736"
"Mewtwo","Modest","0/0/0/252/4/252","0","0","0","252","4","252","5.138"
"Mewtwo","Timid","0/0/4/252/0/252","0","0","4","252","0","252","1.961"
"Mewtwo","Timid","4/0/20/228/4/252","4","0","20","228","4","252","0.886"
"Mewtwo","Timid","0/0/36/212/0/252","0","0","36","212","0","252","0.777"
"Mewtwo-Mega-X","Jolly","76/252/0/0/0/180","76","252","0","0","0","180","58.483"
"Mewtwo-Mega-X","Jolly","0/252/0/0/4/252","0","252","0","0","4","252","18.038"
"Mewtwo-Mega-X","Jolly","4/252/0/0/0/252","4","252","0","0","0","252","6.596"
"Mewtwo-Mega-X","Jolly","72/252/0/0/4/180","72","252","0","0","4","180","5.810"
"Mewtwo-Mega-X","Modest","60/0/0/186/100/164","60","0","0","186","100","164","4.342"
"Mewtwo-Mega-X","Timid","108/148/0/0/0/252","108","148","0","0","0","252","2.128"
"Mewtwo-Mega-X","Timid","4/0/0/252/0/252","4","0","0","252","0","252","0.835"
"Mewtwo-Mega-X","Naive","0/252/0/4/0/252","0","252","0","4","0","252","0.720"
"Mewtwo-Mega-X","Jolly","108/148/0/0/0/252","108","148","0","0","0","252","0.572"
"Giratina-Origin","Adamant","252/252/0/0/0/4","252","252","0","0","0","4","19.081"
"Giratina-Origin","Jolly","0/252/0/0/0/252","0","252","0","0","0","252","18.861"
"Giratina-Origin","Adamant","252/172/4/0/4/76","252","172","4","0","4","76","16.432"
"Giratina-Origin","Bold","252/0/60/116/76/4","252","0","60","116","76","4","9.469"
"Giratina-Origin","Modest","252/0/4/244/4/4","252","0","4","244","4","4","5.953"
"Giratina-Origin","Brave","252/0/0/252/0/0","252","0","0","252","0","0","5.489"
"Giratina-Origin","Naive","0/4/0/252/0/252","0","4","0","252","0","252","3.861"
"Giratina-Origin","Adamant","180/252/4/0/28/44","180","252","4","0","28","44","3.857"
"Giratina-Origin","Brave","252/252/0/4/0/0","252","252","0","4","0","0","2.743"
"Giratina-Origin","Brave","236/252/0/0/0/20","236","252","0","0","0","20","1.973"
"Giratina-Origin","Modest","252/0/0/252/4/0","252","0","0","252","4","0","1.963"
"Giratina-Origin","Adamant","4/252/4/0/12/236","4","252","4","0","12","236","1.880"
"Giratina-Origin","Sassy","56/44/180/4/220/0","56","44","180","4","220","0","1.338"
"Giratina-Origin","Careful","236/84/4/0/172/12","236","84","4","0","172","12","1.325"
"Giratina-Origin","Modest","0/0/148/136/152/68","0","0","148","136","152","68","0.730"
"Giratina-Origin","Modest","0/0/252/252/4/0","0","0","252","252","4","0","0.587"
"Giratina-Origin","Adamant","100/252/0/0/140/12","100","252","0","0","140","12","0.560"
"Banette-Mega","Careful","252/4/116/0/132/4","252","4","116","0","132","4","95.822"
"Banette-Mega","Careful","252/4/0/0/252/0","252","4","0","0","252","0","2.570"
"Banette-Mega","Adamant","252/252/0/0/4/0","252","252","0","0","4","0","0.643"
"Charizard-Mega-Y","Timid","0/0/0/252/4/252","0","0","0","252","4","252","79.680"
"Charizard-Mega-Y","Modest","4/0/0/252/0/252","4","0","0","252","0","252","5.089"
"Charizard-Mega-Y","Timid","4/0/0/252/0/252","4","0","0","252","0","252","4.640"
"Charizard-Mega-Y","Modest","44/0/44/252/44/124","44","0","44","252","44","124","4.184"
"Charizard-Mega-Y","Timid","0/0/4/252/0/252","0","0","4","252","0","252","2.137"
"Charizard-Mega-Y","Timid","108/0/4/140/4/252","108","0","4","140","4","252","0.751"
"Charizard-Mega-Y","Adamant","148/164/12/0/0/180","148","164","12","0","0","180","0.519"
"Tentacruel","Timid","4/0/0/252/0/252","4","0","0","252","0","252","97.296"
"Tentacruel","Timid","0/0/0/252/4/252","0","0","0","252","4","252","1.172"
"Tentacruel","Bold","0/0/252/252/0/0","0","0","252","252","0","0","0.670"
"Lickilicky","Brave","252/252/0/0/6/0","252","252","0","0","6","0","78.439"
"Lickilicky","Quiet","124/4/124/196/60/0","124","4","124","196","60","0","6.654"
"Lickilicky","Modest","124/0/124/196/60/4","124","0","124","196","60","4","5.261"
"Lickilicky","Brave","252/252/4/0/0/0","252","252","4","0","0","0","4.059"
"Lickilicky","Careful","156/252/100/0/0/0","156","252","100","0","0","0","2.522"
"Lickilicky","Brave","252/236/0/20/0/0","252","236","0","20","0","0","1.360"
"Lickilicky","Hardy","220/0/44/148/92/0","220","0","44","148","92","0","1.015"
"Thundurus","Calm","244/0/44/4/196/20","244","0","44","4","196","20","58.133"
"Thundurus","Timid","252/0/0/0/164/92","252","0","0","0","164","92","16.903"
"Thundurus","Timid","0/0/0/252/4/252","0","0","0","252","4","252","7.838"
"Thundurus","Timid","148/0/0/164/0/196","148","0","0","164","0","196","3.767"
"Thundurus","Modest","252/0/0/252/4/0","252","0","0","252","4","0","2.609"
"Thundurus","Calm","252/0/156/4/76/20","252","0","156","4","76","20","2.605"
"Thundurus","Timid","4/0/0/252/0/252","4","0","0","252","0","252","1.744"
"Thundurus","Timid","4/0/4/244/4/252","4","0","4","244","4","252","1.648"
"Thundurus","Bold","252/0/84/20/68/84","252","0","84","20","68","84","1.432"
"Thundurus","Timid","220/0/12/100/4/172","220","0","12","100","4","172","0.668"
"Sableye","Sassy","252/0/28/0/228/0","252","0","28","0","228","0","30.112"
"Sableye","Careful","252/0/4/0/252/0","252","0","4","0","252","0","22.132"
"Sableye","Relaxed","252/0/252/0/4/0","252","0","252","0","4","0","20.966"
"Sableye","Calm","252/0/4/0/252/0","252","0","4","0","252","0","7.047"
"Sableye","Relaxed","248/8/252/0/0/0","248","8","252","0","0","0","5.333"
"Sableye","Bold","252/0/196/0/60/0","252","0","196","0","60","0","3.983"
"Sableye","Impish","4/0/252/0/252/0","4","0","252","0","252","0","3.139"
"Sableye","Bold","252/0/252/0/4/0","252","0","252","0","4","0","2.066"
"Sableye","Careful","252/4/0/0/252/0","252","4","0","0","252","0","0.950"
"Sableye","Impish","248/0/164/0/92/0","248","0","164","0","92","0","0.876"
"Sableye","Impish","248/8/252/0/0/0","248","8","252","0","0","0","0.769"
"Sableye","Careful","244/0/68/0/196/0","244","0","68","0","196","0","0.681"
"Sableye","Impish","248/0/252/0/8/0","248","0","252","0","8","0","0.678"
"Parasect","Sassy","252/0/4/0/252/0","252","0","4","0","252","0","45.744"
"Parasect","Brave","252/252/0/0/4/0","252","252","0","0","4","0","37.083"
"Parasect","Careful","252/0/84/0/172/0","252","0","84","0","172","0","8.162"
"Parasect","Quiet","252/0/0/252/4/0","252","0","0","252","4","0","5.498"
"Parasect","Relaxed","248/0/252/0/8/0","248","0","252","0","8","0","1.579"
"Parasect","Careful","252/4/0/0/252/0","252","4","0","0","252","0","0.641"
"Parasect","Sassy","252/0/140/0/116/0","252","0","140","0","116","0","0.578"
"Ho-Oh","Adamant","244/156/4/0/20/84","244","156","4","0","20","84","18.067"
"Ho-Oh","Adamant","220/52/140/0/76/20","220","52","140","0","76","20","15.514"
"Ho-Oh","Careful","244/0/220/0/44/0","244","0","220","0","44","0","7.380"
"Ho-Oh","Adamant","244/84/76/0/12/92","244","84","76","0","12","92","7.305"
"Ho-Oh","Careful","244/4/124/0/124/12","244","4","124","0","124","12","4.957"
"Ho-Oh","Adamant","100/12/204/0/36/156","100","12","204","0","36","156","4.509"
"Ho-Oh","Adamant","252/4/60/0/108/84","252","4","60","0","108","84","3.651"
"Ho-Oh","Adamant","244/76/36/0/52/100","244","76","36","0","52","100","3.214"
"Ho-Oh","Adamant","244/116/52/0/76/20","244","116","52","0","76","20","1.990"
"Ho-Oh","Modest","220/0/140/20/84/44","220","0","140","20","84","44","1.729"
"Ho-Oh","Careful","252/92/4/0/132/28","252","92","4","0","132","28","1.576"
"Ho-Oh","Careful","244/20/36/0/132/76","244","20","36","0","132","76","1.569"
"Ho-Oh","Careful","252/36/60/0/148/12","252","36","60","0","148","12","1.481"
"Ho-Oh","Careful","252/116/0/0/24/116","252","116","0","0","24","116","1.341"
"Ho-Oh","Adamant","204/100/124/0/52/28","204","100","124","0","52","28","1.327"
"Ho-Oh","Careful","244/12/84/0/60/108","244","12","84","0","60","108","1.322"
"Ho-Oh","Careful","204/180/4/0/36/84","204","180","4","0","36","84","1.241"
"Ho-Oh","Adamant","252/252/0/0/4/0","252","252","0","0","4","0","1.079"
"Ho-Oh","Adamant","228/132/44/0/4/100","228","132","44","0","4","100","1.035"
"Ho-Oh","Careful","244/112/84/0/60/4","244","112","84","0","60","4","1.019"
"Ho-Oh","Adamant","220/252/0/0/0/36","220","252","0","0","0","36","0.976"
"Ho-Oh","Adamant","124/252/44/0/4/84","124","252","44","0","4","84","0.958"
"Ho-Oh","Adamant","140/252/4/0/4/108","140","252","4","0","4","108","0.939"
"Ho-Oh","Careful","204/140/4/0/124/36","204","140","4","0","124","36","0.854"
"Ho-Oh","Careful","252/60/4/0/188/4","252","60","4","0","188","4","0.719"
"Ho-Oh","Adamant","204/252/0/0/0/52","204","252","0","0","0","52","0.697"
"Ho-Oh","Careful","252/4/84/0/156/12","252","4","84","0","156","12","0.674"
"Ho-Oh","Impish","252/0/204/0/52/0","252","0","204","0","52","0","0.650"
"Ho-Oh","Adamant","220/36/76/0/76/100","220","36","76","0","76","100","0.617"
"Ho-Oh","Adamant","156/164/60/0/124/4","156","164","60","0","124","4","0.574"
"Ho-Oh","Careful","244/0/100/0/164/0","244","0","100","0","164","0","0.560"
"Ho-Oh","Adamant","252/252/4/0/0/0","252","252","4","0","0","0","0.544"
"Ho-Oh","Adamant","220/100/76/0/12/100","220","100","76","0","12","100","0.536"
"Talonflame","Jolly","44/220/12/0/60/172","44","220","12","0","60","172","40.213"
"Talonflame","Adamant","4/252/0/0/0/252","4","252","0","0","0","252","25.506"
"Talonflame","Jolly","0/252/0/0/4/252","0","252","0","0","4","252","8.336"
"Talonflame","Adamant","60/196/0/0/0/252","60","196","0","0","0","252","6.788"
"Talonflame","Jolly","44/180/12/0/60/212","44","180","12","0","60","212","5.826"
"Talonflame","Adamant","0/252/0/0/4/252","0","252","0","0","4","252","4.402"
"Talonflame","Jolly","44/252/12/0/60/140","44","252","12","0","60","140","2.076"
"Talonflame","Jolly","44/252/4/0/68/140","44","252","4","0","68","140","1.671"
"Talonflame","Timid","4/252/0/0/0/252","4","252","0","0","0","252","1.252"
"Talonflame","Jolly","0/252/4/0/0/252","0","252","4","0","0","252","1.050"
"Talonflame","Jolly","4/252/0/0/0/252","4","252","0","0","0","252","0.767"
"Talonflame","Adamant","84/252/4/0/4/164","84","252","4","0","4","164","0.593"
"Talonflame","Jolly","36/252/4/0/4/212","36","252","4","0","4","212","0.562"
"Scizor","Adamant","252/76/4/0/132/44","252","76","4","0","132","44","35.069"
"Scizor","Adamant","252/76/4/0/124/52","252","76","4","0","124","52","33.840"
"Scizor","Adamant","252/140/4/0/108/4","252","140","4","0","108","4","11.498"
"Scizor","Adamant","156/252/52/0/4/44","156","252","52","0","4","44","3.799"
"Scizor","Adamant","252/156/4/0/52/44","252","156","4","0","52","44","2.438"
"Scizor","Adamant","244/4/4/0/252/4","244","4","4","0","252","4","2.269"
"Scizor","Adamant","252/52/4/0/156/44","252","52","4","0","156","44","2.072"
"Scizor","Adamant","252/252/0/0/4/0","252","252","0","0","4","0","1.477"
"Scizor","Adamant","204/252/0/0/48/4","204","252","0","0","48","4","1.026"
"Scizor","Brave","6/252/0/0/252/0","6","252","0","0","252","0","0.999"
"Scizor","Adamant","252/252/0/0/0/4","252","252","0","0","0","4","0.992"
"Scizor","Adamant","252/236/4/0/12/4","252","236","4","0","12","4","0.960"
"Scizor","Adamant","204/252/4/0/4/44","204","252","4","0","4","44","0.916"
"Scizor","Adamant","204/44/60/0/200/0","204","44","60","0","200","0","0.714"
"Scizor","Adamant","204/252/0/0/0/52","204","252","0","0","0","52","0.529"
"Sceptile-Mega","Timid","0/0/0/252/4/252","0","0","0","252","4","252","42.788"
"Sceptile-Mega","Timid","60/0/4/252/12/180","60","0","4","252","12","180","20.719"
"Sceptile-Mega","Modest","4/0/28/252/4/220","4","0","28","252","4","220","10.980"
"Sceptile-Mega","Timid","4/0/0/252/0/252","4","0","0","252","0","252","8.070"
"Sceptile-Mega","Timid","60/0/0/252/0/196","60","0","0","252","0","196","7.189"
"Sceptile-Mega","Modest","0/0/0/252/4/252","0","0","0","252","4","252","3.346"
"Sceptile-Mega","Modest","4/0/0/252/0/252","4","0","0","252","0","252","1.980"
"Sceptile-Mega","Mild","12/0/0/228/68/200","12","0","0","228","68","200","1.029"
"Sceptile-Mega","Modest","108/0/28/116/4/252","108","0","28","116","4","252","0.874"
"Sceptile-Mega","Modest","0/0/0/252/0/252","0","0","0","252","0","252","0.531"
"Dialga","Sassy","244/0/4/36/220/0","244","0","4","36","220","0","14.932"
"Dialga","Quiet","244/0/36/200/28/0","244","0","36","200","28","0","7.986"
